title,company,seniority_level,max_salary,company_size,work_type,company_rating,applies
UX Designer,Microsoft,Mid,95579,5001+,Remote,3.8,572
Financial Analyst,IBM,Senior,118611,51-200,Remote,3.4,124
HR Manager,Mid-size Corp,Entry,50464,201-1000,On-site,4.0,490
DevOps Engineer,Oracle,Mid,115148,1001-5000,Hybrid,3.8,33
Data Scientist,IBM,Director,267373,1001-5000,Hybrid,3.9,47
UX Designer,Amazon,Entry,61129,51-200,On-site,3.6,111
Financial Analyst,Airbnb,Entry,58692,51-200,Remote,4.5,17
Operations Manager,Enterprise Corp,Mid,88490,201-1000,Remote,3.9,264
DevOps Engineer,Startup B,Entry,79880,51-200,On-site,3.1,513
Sales Representative,Microsoft,Senior,101696,201-1000,Hybrid,5.0,27
HR Manager,Netflix,Lead,110985,5001+,Remote,3.1,49
DevOps Engineer,Salesforce,Senior,142946,201-1000,Remote,4.1,417
UX Designer,IBM,Mid,104798,51-200,Hybrid,4.4,9
Software Engineer,Microsoft,Mid,119976,201-1000,On-site,4.2,21
UX Designer,IBM,VP,282128,201-1000,Hybrid,3.4,6
Sales Representative,Netflix,Entry,49404,5001+,On-site,3.8,1
Data Scientist,Google,Director,238953,5001+,Remote,4.7,7
Backend Developer,Enterprise Corp,Lead,190872,1001-5000,Remote,2.9,561
Frontend Developer,Netflix,Senior,137143,51-200,On-site,4.3,43
UX Designer,Intel,Entry,61953,201-1000,Remote,4.2,480
Business Analyst,Intel,Mid,95785,51-200,Remote,3.5,94
Sales Representative,Meta,Entry,43265,51-200,On-site,4.1,13
Product Manager,Netflix,Senior,206604,5001+,Hybrid,2.8,484
Backend Developer,Salesforce,Lead,182627,201-1000,On-site,4.4,12
Product Manager,Startup A,Senior,200798,201-1000,Remote,4.4,1
Financial Analyst,Mid-size Corp,Mid,81412,51-200,Hybrid,2.7,38
UX Designer,Oracle,Senior,157640,51-200,Remote,3.6,17
HR Manager,Apple,Mid,91126,201-1000,Remote,4.3,55
Sales Representative,Mid-size Corp,Senior,103916,1001-5000,Hybrid,4.4,8
Frontend Developer,Oracle,Mid,107945,1001-5000,Remote,3.5,98
Marketing Manager,Amazon,Director,188359,201-1000,Hybrid,4.1,41
HR Manager,Startup A,Mid,70301,5001+,Remote,4.5,269
Machine Learning Engineer,Amazon,Mid,149540,201-1000,Hybrid,3.6,14
Marketing Manager,Enterprise Corp,Senior,134893,201-1000,Remote,2.2,6
Software Engineer,Airbnb,Mid,128378,5001+,Remote,4.2,7
DevOps Engineer,Intel,Lead,186910,1001-5000,Hybrid,3.4,43
Financial Analyst,Microsoft,Lead,116802,51-200,Remote,2.7,2329
HR Manager,Startup B,Entry,56736,201-1000,On-site,4.0,16
HR Manager,Startup B,Director,147979,51-200,Remote,5.0,14
Data Scientist,Netflix,Mid,113039,201-1000,Remote,3.4,207
Software Engineer,Apple,Senior,143995,5001+,Hybrid,4.5,133
Sales Representative,Airbnb,Senior,90484,51-200,Remote,3.0,64
Operations Manager,IBM,Senior,134192,51-200,On-site,3.7,479
Product Manager,Startup A,Entry,87325,1001-5000,Hybrid,4.1,18
Sales Representative,Airbnb,VP,219074,1001-5000,Remote,4.0,18
UX Designer,Salesforce,Mid,99684,5001+,On-site,2.8,64
Data Scientist,Uber,Senior,200429,5001+,Remote,4.3,13
Marketing Manager,Mid-size Corp,Mid,91748,201-1000,Hybrid,3.6,19
Data Scientist,Meta,Entry,90418,1001-5000,Hybrid,4.2,85
DevOps Engineer,Intel,Senior,158487,51-200,Hybrid,1.9,22
DevOps Engineer,Google,Entry,71916,1001-5000,Remote,3.3,63
Machine Learning Engineer,Enterprise Corp,Mid,142458,51-200,Hybrid,2.3,29
Machine Learning Engineer,Startup B,Senior,189852,51-200,Remote,4.3,234
Business Analyst,Airbnb,Entry,63986,5001+,On-site,3.7,3
Operations Manager,Mid-size Corp,Lead,151897,5001+,Remote,4.2,12
Marketing Manager,Microsoft,Entry,55527,201-1000,On-site,5.0,10
Marketing Manager,Microsoft,Mid,82511,1001-5000,On-site,2.9,204
UX Designer,IBM,Mid,107069,1001-5000,Hybrid,3.0,8
Software Engineer,Startup A,Senior,156500,201-1000,Hybrid,3.2,72
Business Analyst,Apple,Senior,124383,51-200,Hybrid,4.5,63
Data Scientist,Startup B,VP,381758,1001-5000,Remote,2.8,15
Machine Learning Engineer,Airbnb,Entry,93407,51-200,Remote,2.8,98
Frontend Developer,Mid-size Corp,Mid,104907,1-50,Remote,5.0,23
Software Engineer,Startup A,Senior,164766,1-50,Remote,2.8,19
Frontend Developer,Startup A,Senior,176103,51-200,Hybrid,4.5,4
Data Scientist,Oracle,Director,269933,1001-5000,On-site,4.5,64
DevOps Engineer,Uber,Director,248591,5001+,Remote,3.1,24
Backend Developer,Startup B,Mid,109315,51-200,Hybrid,3.3,13
Product Manager,Startup B,Mid,147784,5001+,Remote,3.3,583
Sales Representative,Salesforce,Mid,76985,1-50,On-site,3.7,2
HR Manager,Salesforce,VP,228288,51-200,Remote,3.9,10
Sales Representative,Mid-size Corp,Mid,74457,51-200,Hybrid,4.3,11
Financial Analyst,IBM,Mid,97703,1001-5000,Hybrid,4.3,30
Software Engineer,Amazon,Senior,173971,51-200,Remote,5.0,12
Frontend Developer,Mid-size Corp,Mid,119299,201-1000,Remote,4.6,20
Machine Learning Engineer,Enterprise Corp,Entry,92297,5001+,Remote,3.4,38
UX Designer,Startup A,Mid,103028,1001-5000,Remote,2.3,4
Business Analyst,Mid-size Corp,Mid,86924,5001+,Remote,3.8,37
HR Manager,Intel,Entry,51570,1001-5000,On-site,4.4,48
Financial Analyst,Startup A,Director,164265,201-1000,Hybrid,3.9,15
Business Analyst,Startup B,Director,175362,201-1000,Remote,2.7,35
Product Manager,Mid-size Corp,Mid,123976,5001+,Hybrid,3.5,168
Frontend Developer,Startup B,Senior,164124,201-1000,Hybrid,4.7,16
Backend Developer,Meta,Lead,159265,5001+,Hybrid,5.0,9
Marketing Manager,Salesforce,Mid,83816,1-50,Hybrid,3.7,29
Marketing Manager,Microsoft,Lead,168926,1001-5000,Hybrid,5.0,33
DevOps Engineer,Microsoft,Lead,191063,1001-5000,Hybrid,3.5,33
DevOps Engineer,Salesforce,Mid,118109,201-1000,Remote,4.3,78
Sales Representative,Amazon,Director,136412,5001+,Hybrid,4.4,56
Software Engineer,Airbnb,Mid,124997,201-1000,Hybrid,3.6,1
Operations Manager,Oracle,Senior,139129,1001-5000,Remote,3.4,46
Business Analyst,Intel,Senior,112436,1001-5000,Hybrid,3.3,37
Frontend Developer,Intel,Mid,114636,201-1000,Remote,3.1,1165
Backend Developer,Mid-size Corp,Entry,80953,51-200,On-site,2.0,1
Operations Manager,Startup A,Entry,61293,201-1000,Remote,4.9,21
Sales Representative,Enterprise Corp,VP,203257,51-200,Hybrid,3.5,2518
DevOps Engineer,Amazon,VP,343150,51-200,Hybrid,4.4,263
Machine Learning Engineer,Uber,Director,258134,201-1000,Hybrid,3.8,74
Data Scientist,Oracle,Mid,117218,1-50,Hybrid,2.7,190
Data Scientist,Netflix,Entry,91571,1-50,Remote,4.1,230
Sales Representative,Startup B,Senior,113519,5001+,Hybrid,4.6,16
Machine Learning Engineer,Uber,Entry,97760,1001-5000,Remote,4.5,31
Marketing Manager,IBM,Senior,142788,5001+,Hybrid,3.7,35
Marketing Manager,IBM,Director,196855,5001+,On-site,4.4,3
Business Analyst,Meta,Entry,52004,201-1000,On-site,4.1,177
Business Analyst,Mid-size Corp,Director,151330,51-200,On-site,4.1,72
HR Manager,IBM,Entry,49734,51-200,Hybrid,5.0,119
Data Scientist,Google,Director,265391,201-1000,Remote,3.4,180
Sales Representative,Microsoft,Senior,112210,201-1000,Remote,4.4,9
Business Analyst,Enterprise Corp,Mid,80154,1-50,Hybrid,2.6,110
UX Designer,Enterprise Corp,Director,229747,5001+,On-site,4.3,6
DevOps Engineer,Startup B,Senior,155354,1001-5000,Hybrid,3.6,71
HR Manager,Intel,Mid,80327,1001-5000,Hybrid,4.2,21
UX Designer,Mid-size Corp,Lead,184268,51-200,Remote,3.4,39
Machine Learning Engineer,Amazon,Senior,178190,5001+,Remote,4.7,11
Data Scientist,Airbnb,Mid,110738,51-200,Hybrid,2.8,22
Frontend Developer,Uber,Entry,81610,51-200,On-site,4.0,163
Data Scientist,Microsoft,Mid,107855,1-50,Hybrid,3.3,234
UX Designer,Startup B,Senior,166248,201-1000,Hybrid,4.8,8
DevOps Engineer,Amazon,Mid,116561,1001-5000,On-site,4.1,101
Backend Developer,Microsoft,Mid,105784,5001+,On-site,4.2,82
Software Engineer,Startup A,Director,254617,51-200,Hybrid,4.3,11
Product Manager,Apple,Entry,96205,1001-5000,Remote,3.5,34
Marketing Manager,Meta,Senior,137743,1001-5000,Hybrid,3.4,66
Financial Analyst,Salesforce,Senior,122575,1001-5000,Hybrid,3.5,16
Backend Developer,Intel,Director,241189,201-1000,Remote,2.2,64
Machine Learning Engineer,Mid-size Corp,Mid,139338,201-1000,Remote,4.1,92
Financial Analyst,Google,Mid,86028,5001+,Remote,4.3,31
Business Analyst,Intel,Mid,89034,51-200,Remote,2.8,27
Operations Manager,Enterprise Corp,Lead,131995,1001-5000,Hybrid,3.3,14
Business Analyst,Mid-size Corp,Entry,65730,201-1000,Hybrid,4.0,869
Sales Representative,Amazon,Mid,70212,1001-5000,Hybrid,3.3,15
Data Scientist,Intel,Entry,76270,51-200,On-site,3.4,53
DevOps Engineer,Google,Senior,184963,5001+,On-site,4.7,74
Product Manager,Mid-size Corp,Entry,90489,1001-5000,On-site,3.3,1
Business Analyst,Mid-size Corp,Director,198462,201-1000,On-site,3.6,35
Software Engineer,Enterprise Corp,Senior,165536,201-1000,On-site,3.7,722
Business Analyst,Startup A,Entry,59427,201-1000,Hybrid,3.0,9
UX Designer,Mid-size Corp,Lead,158893,51-200,Remote,3.7,31
Data Scientist,Startup A,Entry,72612,5001+,Hybrid,2.3,384
Data Scientist,Amazon,Mid,118264,5001+,Remote,4.1,1
Operations Manager,Amazon,Lead,159758,1001-5000,On-site,3.0,319
Business Analyst,Enterprise Corp,Mid,80688,1001-5000,Remote,3.2,11
Machine Learning Engineer,Mid-size Corp,Mid,146340,51-200,On-site,3.5,61
Business Analyst,Apple,Senior,122883,51-200,Remote,3.5,141
HR Manager,Startup A,Senior,123473,1001-5000,Hybrid,3.9,9
Sales Representative,Airbnb,Lead,108042,5001+,Hybrid,2.9,99
Sales Representative,Salesforce,Lead,127437,51-200,Remote,4.7,134
DevOps Engineer,Startup A,Senior,181378,1001-5000,Hybrid,3.8,100
Machine Learning Engineer,Airbnb,Mid,126296,1001-5000,Remote,3.3,12
HR Manager,Salesforce,Senior,116676,201-1000,Remote,3.9,14
Product Manager,IBM,Entry,85199,1001-5000,On-site,4.8,460
Operations Manager,Enterprise Corp,Mid,84757,201-1000,Remote,3.7,216
Operations Manager,Meta,Lead,140618,5001+,Hybrid,3.5,80
Operations Manager,Netflix,Mid,92547,51-200,Hybrid,3.0,48
Sales Representative,Amazon,Senior,106936,201-1000,Remote,2.9,537
UX Designer,Uber,Entry,78057,201-1000,Remote,3.6,61
Data Scientist,Airbnb,Entry,92354,201-1000,Hybrid,3.9,10
Marketing Manager,Uber,Mid,89604,201-1000,On-site,5.0,51
Financial Analyst,IBM,Mid,89967,5001+,Remote,4.5,45
Frontend Developer,Netflix,Lead,156845,201-1000,Remote,3.7,7
Backend Developer,Google,Lead,181481,1-50,Remote,4.7,44
UX Designer,Oracle,Senior,157172,5001+,On-site,3.4,660
Financial Analyst,Mid-size Corp,Mid,97059,5001+,Hybrid,4.7,16
Sales Representative,Google,Lead,112881,1001-5000,Hybrid,3.9,40
Business Analyst,Meta,Mid,97782,201-1000,On-site,3.8,10
Software Engineer,Startup B,Senior,151429,5001+,On-site,3.4,7
Financial Analyst,Netflix,Director,180913,1-50,On-site,2.7,131
Operations Manager,Mid-size Corp,Senior,109666,5001+,Hybrid,4.1,1
Data Scientist,Salesforce,Entry,91637,51-200,Remote,3.5,1
Marketing Manager,Oracle,Entry,58086,51-200,Remote,5.0,60
Backend Developer,Salesforce,Mid,119218,51-200,On-site,4.5,12
Marketing Manager,Netflix,Lead,169652,201-1000,On-site,3.9,93
Backend Developer,Startup A,Senior,173737,201-1000,Remote,4.3,2
DevOps Engineer,Enterprise Corp,Entry,75449,5001+,Remote,4.1,53
Machine Learning Engineer,Mid-size Corp,Mid,120453,51-200,Hybrid,3.9,19
Data Scientist,Amazon,Senior,188773,1001-5000,On-site,4.9,1
UX Designer,Intel,Senior,141353,1001-5000,On-site,4.3,242
Data Scientist,Oracle,Entry,89996,51-200,Remote,5.0,13
Operations Manager,Salesforce,VP,262012,1001-5000,Hybrid,5.0,48
Machine Learning Engineer,Amazon,Mid,145786,1001-5000,Hybrid,4.9,40
HR Manager,Microsoft,Senior,97083,1001-5000,Remote,4.2,44
DevOps Engineer,Oracle,Entry,83968,5001+,On-site,4.4,49
Operations Manager,Apple,Mid,100452,1001-5000,Hybrid,2.8,5
Software Engineer,Startup A,Mid,110323,1001-5000,Hybrid,4.5,23
DevOps Engineer,Startup B,Entry,76097,1001-5000,On-site,5.0,19
Backend Developer,Enterprise Corp,Senior,165151,1-50,Remote,4.5,58
Sales Representative,Uber,Entry,49995,51-200,Hybrid,4.0,15
Product Manager,Microsoft,Mid,132917,5001+,Remote,4.0,22
HR Manager,Uber,Mid,75243,1001-5000,Remote,3.7,115
Sales Representative,Salesforce,Mid,82886,1-50,Hybrid,4.4,7
UX Designer,Intel,Lead,178979,201-1000,Hybrid,4.2,134
Software Engineer,Salesforce,Lead,171800,51-200,Hybrid,4.1,16
Machine Learning Engineer,Mid-size Corp,Entry,79974,51-200,On-site,4.1,24
Business Analyst,Airbnb,Entry,52876,201-1000,Hybrid,3.1,28
HR Manager,Airbnb,Senior,103403,201-1000,Remote,2.3,83
DevOps Engineer,Uber,VP,309277,5001+,On-site,4.0,47
Data Scientist,Startup A,Mid,137131,201-1000,Remote,3.4,29
Operations Manager,Startup A,Mid,78383,1001-5000,On-site,4.6,201
Marketing Manager,Oracle,Senior,152786,5001+,Remote,4.2,66
Data Scientist,Amazon,Senior,199883,1-50,Remote,3.6,4
HR Manager,Uber,Mid,82886,1001-5000,On-site,4.3,73
Software Engineer,Apple,Mid,137022,201-1000,Hybrid,3.3,316
DevOps Engineer,Enterprise Corp,Entry,70252,51-200,Hybrid,4.8,32
Backend Developer,Startup A,Lead,160344,1001-5000,Hybrid,3.9,1
Financial Analyst,Apple,Entry,53514,201-1000,On-site,2.9,89
Financial Analyst,Startup A,Entry,47012,201-1000,Remote,3.4,32
UX Designer,Intel,Senior,162078,201-1000,Hybrid,4.6,18
Marketing Manager,Microsoft,Senior,120779,1001-5000,Hybrid,3.5,1
DevOps Engineer,Amazon,Lead,214062,5001+,On-site,4.0,8
Sales Representative,Microsoft,Mid,72569,201-1000,Hybrid,5.0,6
Data Scientist,Amazon,Entry,76764,51-200,Hybrid,3.9,86
Backend Developer,Apple,Lead,197811,1001-5000,Remote,3.3,16
Software Engineer,Oracle,Mid,132049,51-200,On-site,2.5,833
Marketing Manager,Startup A,Mid,82000,51-200,On-site,3.2,15
UX Designer,Intel,Entry,78394,1-50,Remote,3.4,12
Operations Manager,IBM,Lead,142521,51-200,Remote,2.7,64
Machine Learning Engineer,Amazon,Entry,75257,51-200,On-site,3.6,115
Frontend Developer,Mid-size Corp,Senior,167768,201-1000,Hybrid,4.4,553
Business Analyst,Microsoft,Lead,155637,51-200,Hybrid,3.6,637
Frontend Developer,Microsoft,Director,190494,1-50,Hybrid,3.5,78
Business Analyst,Salesforce,VP,254412,51-200,Hybrid,4.1,19
Frontend Developer,Enterprise Corp,VP,315739,1-50,Remote,3.6,1
Financial Analyst,Microsoft,Director,179780,1-50,On-site,2.4,3
Machine Learning Engineer,Startup B,Entry,80686,5001+,Remote,4.1,115
Frontend Developer,Netflix,Lead,170286,1001-5000,Remote,3.3,1
Software Engineer,Microsoft,Entry,75596,51-200,Hybrid,3.9,145
Product Manager,Netflix,Mid,144917,1-50,Remote,3.6,55
Marketing Manager,IBM,Senior,130834,201-1000,On-site,3.4,741
DevOps Engineer,Airbnb,Mid,116901,201-1000,Remote,4.2,4
Machine Learning Engineer,Meta,Senior,179311,1-50,Remote,4.0,408
Operations Manager,Startup A,Director,179802,201-1000,Hybrid,4.1,128
Backend Developer,Airbnb,Mid,102658,5001+,On-site,3.5,27
Operations Manager,Meta,Senior,144164,51-200,Hybrid,3.7,6
UX Designer,Mid-size Corp,Mid,89983,201-1000,On-site,4.3,95
Sales Representative,Salesforce,Mid,83820,5001+,Remote,4.9,48
Machine Learning Engineer,Airbnb,Mid,117903,1001-5000,On-site,3.0,46
Data Scientist,IBM,Entry,83138,201-1000,Hybrid,3.4,39
Business Analyst,Amazon,Entry,50781,5001+,Hybrid,5.0,78
Frontend Developer,Startup B,Entry,65921,1001-5000,Hybrid,3.7,282
Frontend Developer,Mid-size Corp,Entry,71508,1001-5000,Remote,3.8,60
Backend Developer,Oracle,Senior,160735,1-50,Hybrid,3.9,11
DevOps Engineer,Amazon,Entry,68542,201-1000,On-site,2.7,39
Machine Learning Engineer,Google,Entry,75115,201-1000,Hybrid,4.2,39
Business Analyst,Intel,Lead,160145,201-1000,Remote,4.5,29
Frontend Developer,Meta,Mid,94551,1001-5000,Hybrid,3.7,51
DevOps Engineer,IBM,Mid,130100,5001+,Remote,3.0,52
Business Analyst,Netflix,Entry,63480,201-1000,Hybrid,3.9,14
Frontend Developer,Enterprise Corp,Mid,105494,1001-5000,Hybrid,3.3,5
Marketing Manager,Uber,Senior,135025,201-1000,Remote,3.9,17
Software Engineer,Amazon,Entry,82015,1001-5000,Hybrid,4.8,266
Backend Developer,Enterprise Corp,Senior,149946,51-200,Hybrid,2.9,75
Financial Analyst,Oracle,Mid,80616,201-1000,Hybrid,4.1,29
Data Scientist,Meta,Mid,111086,51-200,On-site,3.9,468
Financial Analyst,Intel,Director,174067,1001-5000,Remote,4.3,380
Software Engineer,IBM,Senior,175364,1001-5000,On-site,3.6,1255
Software Engineer,Microsoft,Mid,102446,201-1000,Hybrid,3.7,366
Software Engineer,Microsoft,Mid,110481,201-1000,On-site,3.6,194
Business Analyst,Netflix,Mid,100805,1001-5000,Hybrid,3.6,13
DevOps Engineer,IBM,Mid,125253,5001+,On-site,4.1,144
Operations Manager,Apple,Senior,140594,201-1000,On-site,4.1,72
Product Manager,Startup B,Mid,144043,5001+,Remote,3.3,45
Business Analyst,Meta,Director,175835,1001-5000,Hybrid,3.5,472
Backend Developer,Mid-size Corp,Entry,80203,201-1000,Remote,4.2,3
UX Designer,Airbnb,Senior,149790,201-1000,Hybrid,3.6,23
Financial Analyst,Intel,Senior,110817,51-200,Remote,4.6,36
Backend Developer,IBM,Mid,113166,201-1000,Hybrid,4.0,40
HR Manager,Intel,Lead,117909,5001+,Remote,3.5,102
Backend Developer,Amazon,Director,261068,1-50,Hybrid,2.9,204
Product Manager,Airbnb,Entry,92291,201-1000,Hybrid,4.6,382
DevOps Engineer,Enterprise Corp,Senior,176439,1001-5000,Hybrid,4.9,151
Product Manager,Startup B,Lead,198856,1001-5000,Remote,3.4,22
Software Engineer,IBM,Entry,84532,201-1000,Remote,3.7,57
Marketing Manager,Airbnb,Lead,159931,1001-5000,Remote,3.3,169
Data Scientist,Meta,Senior,187798,1-50,Remote,4.7,257
Financial Analyst,Airbnb,Entry,49214,5001+,Hybrid,3.8,16
HR Manager,Netflix,Entry,51414,1001-5000,Hybrid,2.6,26
Marketing Manager,Microsoft,Mid,100098,201-1000,Hybrid,4.5,61
Operations Manager,Mid-size Corp,Senior,123098,1001-5000,Remote,3.1,144
Sales Representative,Airbnb,Senior,107887,201-1000,Remote,2.9,59
Backend Developer,Startup B,Mid,128655,51-200,On-site,4.1,39
Sales Representative,Airbnb,Entry,43403,1-50,Remote,4.4,55
Software Engineer,Airbnb,Mid,107518,201-1000,Remote,3.5,7
HR Manager,Salesforce,Mid,85815,51-200,Hybrid,3.6,1
Marketing Manager,Enterprise Corp,Lead,136272,1001-5000,Remote,5.0,119
Product Manager,Startup A,Senior,170637,201-1000,On-site,3.7,10
Software Engineer,Startup B,Entry,72196,201-1000,On-site,3.1,74
Marketing Manager,Mid-size Corp,Lead,173197,201-1000,Hybrid,4.7,53
Financial Analyst,Intel,Mid,91144,51-200,Remote,4.5,60
Backend Developer,Oracle,Entry,73716,201-1000,Hybrid,4.2,63
Data Scientist,Google,VP,377071,1001-5000,Remote,2.7,138
Operations Manager,Salesforce,Entry,58694,1001-5000,Hybrid,3.8,220
UX Designer,Startup A,Lead,163097,51-200,On-site,4.5,6
Business Analyst,IBM,Mid,85650,201-1000,Remote,3.8,267
Marketing Manager,Apple,Mid,94366,1-50,Remote,3.6,12
Business Analyst,Salesforce,Senior,114874,1001-5000,Hybrid,4.2,52
HR Manager,Enterprise Corp,Mid,82125,51-200,Remote,3.4,144
Product Manager,Meta,Mid,126160,51-200,Remote,3.7,2
UX Designer,Microsoft,Mid,91955,1001-5000,Remote,3.7,9
Frontend Developer,Apple,Senior,176066,51-200,Hybrid,2.9,91
Marketing Manager,Intel,Mid,99086,51-200,On-site,3.0,7
Business Analyst,Netflix,Senior,131545,5001+,Hybrid,3.6,270
Marketing Manager,Uber,Entry,55153,1-50,Hybrid,4.3,24
Frontend Developer,Mid-size Corp,Lead,192826,1001-5000,Hybrid,3.7,10
DevOps Engineer,Uber,Senior,146862,201-1000,Hybrid,4.4,58
Operations Manager,Airbnb,Lead,135065,51-200,Hybrid,4.1,72
Sales Representative,Google,Senior,102723,51-200,Hybrid,2.8,26
Machine Learning Engineer,Google,Entry,97350,5001+,Hybrid,3.5,17
Business Analyst,Uber,Senior,124156,51-200,On-site,3.8,3
Operations Manager,Intel,Entry,56609,1-50,Hybrid,3.6,30
Financial Analyst,Uber,Entry,58485,5001+,Hybrid,3.7,18
HR Manager,Enterprise Corp,Mid,71637,1001-5000,Hybrid,2.4,1086
Sales Representative,Startup A,Mid,79659,1-50,Hybrid,2.8,34
DevOps Engineer,Amazon,Senior,171613,1-50,Remote,3.3,44
Business Analyst,Intel,Mid,100986,1001-5000,Remote,2.9,37
Financial Analyst,Google,Entry,51823,201-1000,On-site,3.9,67
Sales Representative,Apple,Entry,50751,201-1000,Remote,4.6,109
DevOps Engineer,Airbnb,Mid,117916,1001-5000,On-site,4.1,9
Machine Learning Engineer,Enterprise Corp,Senior,172280,51-200,On-site,4.5,31
Financial Analyst,Startup A,Mid,72353,1001-5000,Hybrid,4.4,12
DevOps Engineer,Meta,Senior,146758,5001+,Remote,3.0,485
DevOps Engineer,Airbnb,Lead,182526,51-200,On-site,4.0,11
Operations Manager,Meta,Lead,163671,201-1000,Hybrid,3.3,264
Software Engineer,Apple,Senior,183718,1-50,Hybrid,2.9,141
Product Manager,Mid-size Corp,Senior,204402,1001-5000,Hybrid,3.3,48
Operations Manager,Mid-size Corp,VP,250463,201-1000,Remote,3.6,91
Data Scientist,Salesforce,Mid,113519,5001+,Hybrid,4.1,42
Sales Representative,Oracle,Mid,85045,1001-5000,Hybrid,4.9,25
HR Manager,Airbnb,Director,152348,201-1000,On-site,3.9,18
Business Analyst,Meta,Mid,78955,1-50,Hybrid,4.3,208
Machine Learning Engineer,Startup B,Lead,203878,201-1000,On-site,2.9,7
Machine Learning Engineer,Microsoft,Senior,180324,51-200,On-site,4.0,185
Machine Learning Engineer,Startup A,Entry,92440,201-1000,Hybrid,3.6,122
Backend Developer,Meta,Lead,188578,201-1000,On-site,4.3,1
Software Engineer,Salesforce,Senior,176242,1001-5000,Remote,2.1,58
DevOps Engineer,IBM,Mid,116373,201-1000,On-site,2.3,95
Operations Manager,Netflix,Senior,125539,1001-5000,On-site,3.6,53
UX Designer,Intel,Mid,101320,201-1000,On-site,3.3,293
Sales Representative,Netflix,Mid,77691,51-200,Remote,3.3,182
UX Designer,Microsoft,Senior,151492,1001-5000,Remote,5.0,15
Frontend Developer,Startup A,Mid,109163,201-1000,Hybrid,4.2,1
Product Manager,Apple,VP,361784,1001-5000,Remote,4.1,24
DevOps Engineer,IBM,Senior,189541,5001+,Hybrid,4.6,82
Data Scientist,IBM,Mid,128863,51-200,Hybrid,3.5,11
Machine Learning Engineer,Airbnb,Lead,184581,51-200,Remote,3.3,85
Frontend Developer,Amazon,Entry,79539,1001-5000,Remote,4.0,37
Marketing Manager,Enterprise Corp,Director,175773,1001-5000,Hybrid,3.3,40
Data Scientist,Airbnb,Lead,189996,201-1000,Remote,3.6,40
Software Engineer,Mid-size Corp,Director,252643,51-200,Hybrid,3.5,11
Machine Learning Engineer,Enterprise Corp,Director,276473,201-1000,Hybrid,3.6,100
UX Designer,Microsoft,Mid,108628,51-200,Remote,3.4,24
Sales Representative,Enterprise Corp,Senior,113927,201-1000,On-site,3.4,9
UX Designer,Airbnb,Lead,147760,1001-5000,Remote,3.2,22
Data Scientist,Google,Lead,224277,1001-5000,On-site,4.1,9
Product Manager,Google,Senior,187799,201-1000,Remote,2.7,31
HR Manager,Uber,Entry,51859,5001+,Remote,3.1,641
Frontend Developer,Salesforce,Mid,95532,201-1000,On-site,3.5,25
Business Analyst,IBM,Mid,86769,51-200,On-site,3.7,39
Backend Developer,Google,Senior,146978,1001-5000,Hybrid,4.2,15
Marketing Manager,Airbnb,Entry,70546,51-200,On-site,3.7,29
UX Designer,Airbnb,Senior,161216,1001-5000,Hybrid,2.8,6
Financial Analyst,Microsoft,VP,205765,1001-5000,On-site,3.8,52
DevOps Engineer,Apple,Director,240203,201-1000,Hybrid,4.2,2
Financial Analyst,Startup B,Senior,127090,51-200,Hybrid,3.1,11
Machine Learning Engineer,Amazon,Director,283734,1001-5000,Hybrid,3.5,52
Frontend Developer,Airbnb,Director,243561,1001-5000,Remote,3.9,38
UX Designer,Airbnb,Senior,151667,1001-5000,Remote,3.2,7
Business Analyst,Startup A,Mid,91528,1001-5000,Remote,4.3,267
Backend Developer,Airbnb,Senior,152291,5001+,Hybrid,4.3,18
DevOps Engineer,Mid-size Corp,Entry,69229,201-1000,On-site,3.1,5
HR Manager,Amazon,Entry,48470,51-200,Remote,4.4,41
Marketing Manager,Meta,Senior,132633,1-50,Remote,4.1,6
Marketing Manager,Apple,Senior,149585,201-1000,On-site,4.2,9
Software Engineer,Oracle,Senior,151435,1001-5000,On-site,3.2,163
Operations Manager,IBM,Mid,102237,1001-5000,Remote,3.8,25
DevOps Engineer,Salesforce,Senior,142916,201-1000,Hybrid,3.4,150
Software Engineer,Netflix,Senior,144786,1001-5000,Hybrid,4.1,10
UX Designer,IBM,Senior,131699,51-200,Remote,3.6,36
Financial Analyst,Uber,Mid,88402,1-50,Remote,2.4,91
Software Engineer,Enterprise Corp,Entry,81913,5001+,Remote,4.9,16
UX Designer,Startup B,Mid,115289,201-1000,Remote,2.0,56
Software Engineer,Uber,Entry,83355,1001-5000,Remote,3.6,60
Financial Analyst,Mid-size Corp,Mid,94386,201-1000,Hybrid,3.8,52
Frontend Developer,Startup A,Lead,157067,1-50,On-site,3.1,236
Marketing Manager,Meta,Senior,145679,51-200,Hybrid,2.9,61
Frontend Developer,Enterprise Corp,Director,231831,1001-5000,On-site,2.9,125
Financial Analyst,Amazon,VP,271261,201-1000,Remote,3.0,430
Financial Analyst,Mid-size Corp,Entry,57091,201-1000,On-site,5.0,47
DevOps Engineer,Netflix,Mid,100525,51-200,On-site,3.2,92
Frontend Developer,Startup A,Senior,131354,201-1000,Remote,4.5,139
Frontend Developer,Enterprise Corp,Mid,95364,1001-5000,Remote,3.4,3
Frontend Developer,Enterprise Corp,Senior,168622,1-50,Hybrid,4.9,23
Marketing Manager,Microsoft,Senior,138678,1001-5000,On-site,2.8,79
